,,,,,,,,,Hs_Own,P-List,P_PLow,Ck_Finish,Frq_Cking,Red_Int,TL_Red_Int,Int_CK_Finsh,Frq_PP,PcVmoney,Ef_FdW_Env,Wcost.mney_Me,Fd_Nwsted,R_Fd_Resp,Fd_Nwst_HH,Wst_Guilt,RB_Fd_Nwst,FdW_Avd,R_FdW_Bdt,E_Lftover,Av-Price,hs2,Wst_Guilt_2,Red_Int_2,Frq_FdW,Self-Reported,Direct Weighed
0.6371564,0.884939444,1,1,21,11,0,1,1,0,2,4,2,2,3,1,4,3,1,1,1,4,2,4,3,1,3,2,1,5000,1,1,1,3,0.076,0.1768
0.6249307,0.131287962,5,1,44,8,1,6,2,1,0,1,1,2,3,3,1,4,1,1,0,3,1,3,3,2,2,2,1,6500,6,1,1,3,0.051,0.1026
0.7127343,0.7127343,3,1,24,9,0,1,1,0,2,1,1,2,3,3,2,3,1,1,1,3,3,1,0,1,2,3,1,6000,1,0,1,2,0.084,0.1362
0.7709794,0.326686186,2,1,30,8,1,3,1,0,2,1,1,2,2,2,2,3,1,0,1,1,4,0,3,1,3,3,0,7000,3,1,0,2,0.355,0.1202
0.5060111,0.13457742,2,1,60,13,0,4,2,1,0,4,2,2,4,3,4,5,1,1,0,1,2,2,3,1,3,2,1,4000,4,1,1,2,0.036,0.0452
0.5438825,0.222902664,1,1,52,9,1,3,2,1,0,1,2,3,0,2,4,3,0,2,1,4,4,4,4,2,1,4,1,5000,3,0,0,2,0.02,0.1306
0.5691072,0.139487059,8,1,52,10,1,4,1,1,0,2,2,3,3,2,3,3,0,2,1,3,2,3,3,2,3,1,1,6000,5,0,1,2,0.03,0.092
0.5658514,0.442071406,1,1,46,12,0,2,2,1,0,2,2,3,3,2,3,4,1,2,1,3,4,2,4,4,4,2,1,3000,2,1,1,2,0.013,0.1102
0.585997,0.311700532,6,1,48,11,1,2,2,1,1,1,2,3,1,3,2,3,1,2,0,0,4,3,1,2,4,2,1,5000,2,1,0,2,0.025,0.0622
0.5517955,0.186417399,2,1,67,9,1,4,1,1,0,2,2,3,3,3,3,3,1,2,0,3,3,3,4,2,4,1,1,7000,4,1,1,2,0.02,0.108
0.5946393,0.190589519,3,1,65,8,1,4,2,1,1,4,2,3,2,1,3,3,0,1,0,2,3,2,3,4,1,1,1,7000,4,1,0,2,0.03,0.1682
0.5424512,0.616421818,2,0,25,11,0,1,2,0,0,1,2,2,2,0,4,2,0,2,1,3,3,3,2,1,3,2,1,5000,1,0,0,2,0.012,0.0526
0.5979208,0.216637971,5,1,45,12,1,3,1,1,0,1,2,3,4,3,3,2,0,2,1,4,3,3,3,3,3,3,1,8000,3,0,1,2,0.021,0.0542
0.5642009,0.19590309,1,1,47,10,0,3,2,1,1,4,1,3,3,1,1,4,0,0,0,2,2,3,3,1,3,3,1,5000,3,1,1,2,0.015,0.0704
0.5909695,0.149234722,1,1,52,8,1,4,1,1,0,2,2,3,4,1,3,4,0,2,1,3,3,0,3,3,3,1,1,7000,4,1,1,2,0.014,0.165
0.5876034,0.185950443,2,1,50,15,1,4,1,1,0,2,2,3,3,3,3,3,0,2,1,3,3,3,3,3,3,1,1,8000,4,1,1,2,0.02,0.115
0.5534509,0.134332743,8,1,50,10,1,5,2,1,0,1,2,3,3,3,2,1,0,1,1,3,3,1,3,3,3,3,0,5000,5,1,1,2,0.019,0.1308
0.7693858,0.601082656,2,0,64,11,0,2,1,1,0,0,2,2,2,3,3,4,0,0,1,2,2,2,2,2,2,3,1,2000,2,0,0,1,0.03,0.0886
0.5369712,0.220070164,8,1,56,12,1,3,2,1,1,4,1,3,3,1,1,2,1,2,1,3,3,1,3,1,3,3,0,1500,3,1,1,2,0.071,0.198
0.7631506,0.40593117,1,1,43,11,0,2,1,0,0,2,1,2,3,1,3,5,0,0,0,2,3,1,3,3,2,3,1,1000,2,1,1,1,0.065,0.352
0.7070276,0.310099825,1,0,60,7,0,1,1,1,0,3,2,2,3,3,0,5,0,1,0,3,3,1,3,3,2,3,1,1000,3,1,1,2,0.035,0.246
0.5205193,0.142999808,8,1,54,10,1,2,2,1,2,4,2,3,3,2,0,4,2,2,1,3,2,3,3,3,3,3,0,6000,4,1,1,2,0.04,0.1144
0.4603531,0.100076761,3,1,48,13,1,6,2,1,1,2,2,3,3,2,3,5,0,1,1,3,3,3,3,3,3,3,1,5000,6,1,1,2,0.035,0.1034
0.57614,0.156559783,3,1,39,10,1,5,2,0,0,0,2,3,4,1,3,3,1,1,1,4,2,3,3,1,3,2,1,6000,5,1,1,2,0.023,0.1126
0.6895027,0.23941066,2,1,32,10,1,3,2,0,1,0,1,2,3,3,3,3,0,0,1,3,3,1,2,3,3,3,1,3000,3,0,1,2,0.027,0.1176
0.6865789,0.536389766,2,0,48,11,0,2,1,1,0,3,2,2,4,4,4,3,1,1,1,4,4,4,4,3,3,4,1,4000,2,1,1,1,0.052,0.168
0.5856153,0.126210194,3,1,50,9,1,5,2,1,1,4,0,3,3,2,3,4,0,0,0,3,2,1,0,3,1,4,1,5000,5,0,1,3,0.024,0.076
0.5988528,0.253751186,1,1,28,10,1,3,1,1,1,0,2,3,3,3,3,3,0,0,1,3,3,4,3,1,3,3,1,5000,3,1,1,2,0.03,0.0624
0.5568683,0.178483429,3,1,52,12,1,5,2,1,0,2,2,3,3,2,3,5,2,1,0,2,2,2,4,1,2,1,1,6500,4,1,1,3,0.005,0.0484
0.6054687,0.152896136,8,0,47,11,0,4,2,1,2,1,2,3,4,4,3,4,2,1,1,4,3,1,4,1,4,3,0,5000,5,1,1,3,0.031,0.0992
0.5834997,0.205457641,1,1,44,14,1,3,2,1,0,0,2,3,3,2,1,4,0,2,1,2,2,4,0,4,4,4,1,8000,3,0,1,2,0,0.1188
0.597009,0.173549128,3,1,36,10,1,4,1,0,1,0,1,3,3,2,3,7,1,1,1,2,1,1,0,3,4,3,1,2500,4,0,1,2,0.093,0.474
0.4850682,0.157489675,3,1,24,11,1,3,1,0,0,1,2,3,4,2,4,3,2,2,1,3,3,2,3,3,2,3,1,7500,3,1,1,1,0.066,0.154
0.5438211,0.176565292,2,1,32,11,1,4,1,0,1,3,2,3,3,2,3,2,0,1,1,3,3,3,3,2,2,3,1,7000,4,1,1,2,0.04,0.094
0.7102162,0.174072598,8,1,24,13,0,1,1,0,0,0,0,0,1,2,1,7,2,0,1,3,3,1,3,3,3,3,0,3000,5,1,0,2,0.05,0.136
0.5780225,0.218947917,5,0,41,10,0,4,2,1,0,1,2,2,3,1,1,4,0,1,0,3,3,3,3,3,1,3,1,5000,4,0,1,2,0.068,0.1044
0.6445768,0.17143,8,1,24,11,0,1,1,0,0,0,0,1,2,2,3,2,2,0,0,3,3,2,3,3,1,3,0,1500,4,0,0,2,0.035,0.544
0.5199518,0.127439167,1,1,50,10,1,7,1,1,2,1,1,3,1,3,3,7,0,1,1,2,3,1,3,3,3,3,1,5000,5,1,0,2,0.031,0.0542
0.528612,0.176204,2,1,39,12,1,4,2,1,0,2,2,3,3,1,0,5,0,1,1,3,3,3,3,2,3,3,1,5000,4,0,1,1,0.03,0.264
0.6268014,0.1667025,3,1,67,9,1,4,2,1,1,4,0,3,1,1,3,5,0,0,1,3,1,1,3,3,0,1,1,2000,4,1,0,2,0.082,0.1006
0.5293691,0.124851203,3,1,48,10,1,5,2,1,0,3,1,3,3,2,3,4,0,0,1,3,2,3,3,3,3,1,1,4000,5,1,1,2,0.021,0.0632
0.5116689,0.089452605,6,1,52,11,1,7,2,1,0,3,1,3,4,1,2,5,0,1,1,2,3,0,0,2,3,1,1,5000,7,0,1,3,0.07,0.302
0.6729692,0.177097158,5,0,31,12,0,5,2,1,0,1,2,3,3,2,4,7,0,0,1,3,2,1,4,2,4,4,1,5000,5,1,1,2,0.045,0.0526
0.6391118,0.190211845,1,0,31,16,0,4,2,1,0,2,0,2,3,2,3,7,0,0,1,4,4,4,3,4,4,4,1,3000,4,1,1,2,0.044,0.0244
0.4553591,0.192948771,7,1,25,8,1,3,1,0,2,4,2,3,4,4,3,2,2,1,0,4,2,4,1,4,4,3,0,2000,3,0,1,2,0.094,0.0786
0.6417165,0.2139055,1,1,57,9,1,6,2,1,0,0,0,2,3,2,1,4,0,0,0,3,1,1,2,3,3,3,1,5000,4,0,1,2,0.035,0.172
0.5798898,0.201350625,2,0,40,10,1,4,1,1,0,1,2,3,2,1,4,3,0,2,1,2,4,2,4,2,4,4,1,6000,3,1,0,2,0.041,0.496
0.571554,0.226807143,1,0,53,12,1,3,2,1,0,1,2,3,4,4,4,3,0,2,0,4,3,4,2,2,4,4,1,6000,3,0,1,1,0.024,0.1258
0.552954,0.628356818,1,0,29,13,0,1,1,0,0,2,2,3,4,2,3,3,0,2,0,4,4,3,2,1,2,3,1,5000,1,0,1,1,0.015,0.0448
0.5804234,0.219857348,5,1,58,13,1,3,1,1,0,2,2,3,4,1,4,3,0,2,0,2,3,4,4,1,4,4,1,6000,3,1,1,1,0.021,0.0434
0.5540605,0.166885693,3,1,61,7,1,4,2,1,0,3,2,3,2,0,4,4,0,2,1,4,4,4,4,4,4,4,1,5000,4,1,0,2,0.03,0.126
0.6284932,0.714196818,1,0,30,11,1,3,1,1,0,3,2,3,4,2,4,2,1,2,0,3,4,4,4,3,4,3,1,5000,1,1,1,2,0,0.0444
0.6001955,0.205546404,4,1,43,10,1,4,1,1,0,3,2,3,4,2,2,4,1,2,0,3,4,4,4,3,2,3,1,4000,4,1,1,2,0.012,0.1444
0.6019822,0.320203298,1,1,25,11,1,2,1,1,0,1,2,3,4,1,4,2,0,2,0,4,4,3,4,4,4,1,1,8000,2,1,1,2,0.01,0.0632
0.5899941,0.213765978,1,1,31,11,1,3,1,1,0,2,2,3,3,3,4,2,0,2,0,2,4,0,1,4,4,1,1,8000,3,0,1,2,0.02,0.282
0.5834703,0.310356543,2,0,36,9,1,2,1,1,0,1,2,3,4,4,4,3,1,2,0,4,4,2,3,1,4,2,1,5000,2,0,1,2,0.02,0.0816
0.5448223,0.33220872,1,0,38,10,1,2,1,1,0,1,2,3,3,2,2,4,1,2,1,1,2,0,4,1,4,2,1,3000,2,0,1,2,0.03,0.0732
0.5790499,0.314701033,1,0,25,13,1,3,1,1,0,3,2,3,3,1,4,4,0,2,1,4,0,4,4,1,4,1,1,5000,3,1,1,2,0.03,0.176
0.5846055,0.281060337,3,0,24,13,1,3,1,1,1,1,2,3,4,1,4,6,0,2,1,4,4,4,4,4,4,1,1,3000,3,1,1,2,0.022,0.127
0.5977849,0.281974009,1,0,35,11,1,1,1,1,0,1,2,3,4,4,4,2,1,2,1,3,3,3,4,3,3,1,1,1500,3,0,1,2,0.035,0.376
0.6347522,0.208800066,5,0,37,10,0,3,2,0,0,4,2,3,2,2,2,4,1,1,1,3,2,2,3,3,3,3,1,5000,4,1,0,2,0.036,0.0918
0.6540637,0.743254205,1,1,25,9,0,1,1,0,0,1,1,1,3,4,1,2,0,1,0,1,2,2,2,1,3,4,1,2000,1,0,1,3,0,0.101
0.5447475,0.103959447,4,1,61,8,1,6,1,1,1,0,1,3,4,3,2,4,1,1,0,1,1,3,2,2,4,4,1,3500,6,0,1,3,0.006,0.1096
0.5759524,0.654491364,2,0,51,11,0,1,1,0,0,1,2,3,4,2,2,6,1,1,1,2,1,3,4,3,3,4,1,3000,1,1,1,3,0.02,0.0586
0.524359,0.2621795,1,1,58,8,0,2,1,1,1,4,2,3,3,3,2,3,1,1,1,2,4,0,3,2,1,3,0,5000,2,1,1,2,0.01,0.272
0.5463158,0.401702794,2,0,42,15,1,2,1,1,0,1,1,3,3,2,4,4,1,1,0,3,2,4,3,2,3,4,0,5000,2,1,1,2,0.012,0.0494
0.5361071,0.174060747,4,1,70,5,1,4,1,1,1,1,1,3,3,0,2,3,1,1,1,3,1,2,1,4,3,2,1,4000,4,0,1,2,0.014,0.0998
0.4718876,0.251004043,1,0,40,7,0,2,1,0,2,4,1,3,4,2,1,5,1,1,1,3,2,4,4,3,2,1,0,6000,2,1,1,2,0.028,0.0984
0.6735974,0.3367987,2,1,47,11,0,2,2,0,1,0,1,3,2,3,3,4,2,1,1,2,3,3,1,4,3,2,0,3000,2,0,0,2,0.001,0.06
0.7221153,0.7221153,2,1,29,6,0,1,1,0,2,2,1,3,2,1,4,5,1,2,1,3,4,3,2,4,4,3,1,5000,1,0,0,2,0.002,0.0834
0.6539488,0.340598333,3,0,42,8,0,3,1,1,1,1,2,3,4,3,2,5,1,1,0,3,2,3,4,3,2,4,1,3000,3,1,1,2,0.018,0.0652
0.6032412,0.179536071,1,1,53,8,1,4,1,1,1,3,0,3,4,2,3,3,1,1,1,3,2,3,1,3,3,2,1,6000,4,0,1,2,0.014,0.0972
0.6525345,0.267432172,1,1,44,15,1,5,1,0,0,3,1,2,3,2,3,3,1,1,0,4,3,1,3,3,4,3,1,6000,3,1,1,2,0.015,0.0582
0.6055772,0.6055772,3,1,29,14,0,1,1,0,0,1,1,3,1,1,4,3,1,1,1,3,3,2,4,4,3,4,0,8000,1,1,0,2,0.023,0.0214
0.6367353,0.723562841,2,0,55,12,0,1,1,0,0,1,2,3,4,3,3,2,1,0,1,4,4,3,2,4,4,3,1,3000,1,0,1,2,0.01,0.036
0.6397159,0.205037147,2,1,42,10,1,4,2,1,0,3,1,3,4,3,2,4,1,1,0,3,2,3,2,3,2,2,1,3000,4,0,1,3,0.01,0.149
0.6268764,0.142471909,7,1,32,9,1,3,1,1,0,1,1,3,3,2,3,4,1,0,0,3,2,4,0,2,3,3,0,3000,5,0,1,3,0,0.064
0.703942,0.244424306,1,1,29,10,1,3,1,0,1,0,1,3,3,2,3,3,1,1,0,4,2,4,3,2,3,3,0,2500,3,1,1,2,0.024,0.0478
0.6412353,0.6412353,3,1,25,13,0,1,1,0,0,2,1,3,2,1,3,3,1,1,1,3,4,1,4,3,2,3,0,2000,1,0,0,2,0.003,0.0676
0.5967375,0.216209239,2,1,37,11,1,3,2,1,1,1,1,3,3,2,2,3,1,1,1,4,2,2,4,3,3,4,1,5000,3,1,1,3,0.01,0.06
0.6509779,0.211356461,4,1,80,7,1,4,2,1,1,3,1,3,4,2,3,5,1,1,1,2,1,2,3,3,2,3,1,3000,4,1,1,2,0.002,0.0236
0.6107287,0.250298648,2,0,60,13,0,4,1,1,0,3,2,3,4,2,3,6,1,1,1,2,4,3,2,4,3,4,1,3500,3,0,1,1,0.012,0.264
0.6293057,0.715120114,2,0,32,12,0,1,1,1,1,2,2,3,4,3,2,2,1,1,0,4,3,2,2,3,3,2,1,3500,1,1,1,1,0.011,0.0876
0.5939642,0.315938404,2,1,25,10,1,2,2,0,0,2,1,2,4,2,2,5,1,1,1,3,2,3,2,2,4,4,1,3000,2,0,1,2,0.011,0.0908
0.6311142,0.246528984,1,0,25,10,0,3,2,1,0,2,0,3,2,3,3,4,1,0,1,2,3,2,3,3,2,2,1,5000,3,1,0,2,0.016,0.0914
0.6027431,0.255399619,3,1,27,12,1,3,2,0,0,1,1,3,3,1,3,4,1,1,1,3,2,3,0,3,3,4,1,3000,3,0,1,2,0.07,0.266
0.6322321,0.213591926,8,1,30,11,0,1,1,1,0,1,1,3,1,2,3,3,1,1,1,4,4,0,3,3,3,4,0,3000,4,1,0,2,0,0.053
0.6506821,0.235754384,2,0,43,16,0,3,2,1,1,1,1,3,4,2,4,2,1,0,0,3,3,3,4,4,1,4,0,2500,3,0,1,2,0.01,0.156
0.5943497,0.128092608,1,1,58,9,1,5,1,1,2,3,2,3,4,2,1,4,0,1,1,3,2,3,3,3,3,4,1,3000,5,1,1,2,0.02,0.254
0.628435,0.201421474,8,1,24,16,1,2,1,0,0,1,1,3,4,0,2,5,0,1,1,4,3,3,3,3,3,4,0,2500,4,1,1,2,0.022,0.0406
0.7437949,0.269490906,8,0,34,15,1,3,1,1,0,3,1,3,4,1,2,4,1,1,1,4,2,1,0,2,1,3,1,3000,3,0,1,2,0.015,0.343
0.7953867,0.261640362,2,1,29,11,0,1,1,1,0,2,2,2,3,1,2,3,2,1,0,2,4,2,3,1,2,3,0,2500,4,1,1,1,0.01,0.242
0.7505703,0.852920795,2,0,23,13,0,1,1,0,2,3,1,1,2,2,3,2,1,2,0,3,4,3,3,2,4,4,0,5000,1,1,0,2,0.01,0.0648
0.7137403,0.7137403,2,1,33,14,0,1,1,0,0,4,2,3,4,2,3,5,1,1,0,3,1,3,3,3,2,3,1,3000,1,1,1,2,0.002,0.0174
0.5903836,0.184494875,7,1,41,12,1,4,1,1,0,1,1,3,1,2,2,2,1,1,0,3,4,2,2,3,4,3,0,3000,4,0,0,2,0.017,0.251
0.652436,0.276455932,2,1,55,13,0,3,2,1,1,1,2,3,0,2,2,7,2,2,0,3,2,3,4,2,1,2,0,3000,3,1,0,3,0.035,0.11
0.5870685,0.244611875,5,0,32,14,0,1,1,1,0,4,1,3,4,3,3,4,0,1,1,3,3,1,0,4,1,3,0,2000,3,0,1,3,0.026,0.157
0.6239373,0.6239373,2,1,25,13,0,1,1,1,0,2,2,3,4,1,3,4,1,1,1,1,2,1,2,3,1,2,1,3000,1,0,1,3,0.021,0.1572
0.6424427,0.730048523,2,0,30,14,0,1,1,1,0,1,1,3,3,3,4,3,1,1,1,4,4,4,3,3,3,4,0,3000,1,1,1,2,0.043,0.182
0.6018309,0.122323354,8,0,49,11,1,5,1,1,0,1,1,3,4,2,3,4,1,1,1,2,4,2,3,3,2,3,0,5000,6,1,1,2,0.06,0.0378
0.5754462,0.252388684,3,1,34,13,1,3,2,1,1,4,1,3,4,3,4,4,1,1,0,2,3,3,3,3,3,3,0,3000,3,1,1,2,0.044,0.176
0.5672572,0.164900349,2,1,45,9,1,4,2,1,1,4,2,1,3,3,1,6,1,1,1,3,4,4,3,4,3,3,1,2000,4,0,1,2,0.023,0.254
0.55965,0.437226563,1,0,31,10,0,2,2,0,2,1,1,3,4,3,2,3,1,1,1,4,3,0,4,3,4,2,1,5000,2,0,1,3,0.04,0.224
0.5470054,0.110283347,8,1,45,10,1,3,2,1,0,1,1,3,3,3,4,4,1,1,0,3,3,0,2,3,4,3,0,4000,5,0,1,3,0.011,0.728
0.6343591,0.198237219,3,0,49,11,1,4,2,0,2,4,1,3,4,3,2,4,1,1,0,4,4,3,3,3,3,3,1,3000,4,1,1,2,0.063,0.172
0.6011627,0.6011627,2,1,30,15,0,1,2,0,0,1,2,1,4,3,2,3,0,1,0,3,4,3,4,3,3,3,0,3000,1,1,1,2,0.032,0.071
0.6086714,0.211344236,2,1,58,10,1,3,2,1,0,0,2,2,2,2,2,5,0,1,1,2,1,2,2,2,1,1,1,5000,3,0,0,1,0.001,0.0504
0.5686218,0.152855323,3,1,36,7,1,5,1,1,1,4,1,3,4,3,3,3,1,2,0,4,3,1,3,3,2,3,0,5000,5,1,1,3,0.032,0.0588
0.6041698,0.247610574,8,1,51,12,1,3,1,1,1,1,1,3,4,3,2,3,1,2,0,4,4,4,1,1,3,4,1,5000,3,0,1,2,0.087,0.0246
0.5557641,0.195691585,2,0,28,10,0,4,2,0,0,1,2,1,4,2,4,3,1,1,0,4,4,3,2,1,2,3,0,4000,4,0,1,3,0.12,0.204
0.4558308,0.130985862,1,1,42,13,0,5,2,1,0,2,1,3,4,2,4,5,1,2,0,4,3,4,3,1,4,0,1,3000,5,1,1,3,0.011,0.0358
0.6152441,0.187574421,8,0,31,11,1,3,2,1,1,2,1,3,3,3,3,4,1,1,0,2,4,2,4,4,3,3,0,3000,4,1,1,3,0.116,0.0272
0.5982265,0.679802841,1,0,29,12,0,1,2,0,0,3,1,3,4,3,3,2,2,2,1,2,4,3,4,3,2,3,1,2500,1,0,1,2,0.012,0.0614
0.5885681,0.127949587,6,0,66,12,1,5,2,1,1,3,1,3,2,2,3,4,1,1,1,3,2,1,3,2,2,3,1,3000,5,1,0,1,0.004,0.0522
0.6480692,1.157266429,2,0,26,11,0,1,2,0,1,3,1,3,4,4,4,4,1,1,1,4,3,0,1,2,2,3,0,2500,1,0,1,2,0.024,0.0662
0.5723812,0.160781236,3,1,31,16,1,4,2,0,1,1,1,3,4,3,3,4,1,1,1,3,3,3,3,4,2,4,1,3000,4,1,1,2,0.073,0.0278
0.5934271,0.168587244,5,1,44,15,1,4,2,1,0,2,1,3,3,2,2,5,1,1,0,3,2,4,3,2,3,0,0,5000,4,1,1,2,0.041,0.0156
0.66204,0.280525424,5,1,30,10,0,1,2,1,1,1,2,2,3,1,3,4,1,1,1,3,3,3,3,4,3,2,0,3000,3,0,1,2,0.066,0.0424
0.5296551,0.281731436,1,1,60,7,1,4,1,1,1,1,1,3,4,3,3,2,1,1,1,2,2,3,3,4,4,4,0,1500,2,1,1,2,0.032,0.1106
0.6252704,0.159507755,6,1,47,10,0,2,2,1,1,2,1,3,3,2,3,3,0,1,1,1,2,2,4,3,1,3,0,3000,5,1,1,2,0.063,0.008
0.6286221,0.2095407,8,0,32,11,0,1,2,1,2,2,1,3,4,1,4,3,1,1,0,4,4,0,2,2,2,4,0,3000,4,0,1,3,0.003,0.0286
0.5522904,0.146885745,8,0,27,13,0,1,2,0,2,2,1,2,4,1,3,5,1,1,1,3,4,1,3,4,1,4,0,2500,5,1,1,2,0.013,0.0838
0.6351823,0.160399571,2,1,38,12,1,4,1,1,1,3,1,1,3,2,1,3,1,0,1,4,1,2,3,3,3,2,0,5000,4,1,1,3,0.004,0.0234
0.5762167,0.27702726,8,0,28,11,0,2,2,0,2,3,1,3,4,1,2,4,1,1,0,2,2,3,0,2,0,1,1,2500,2,0,1,3,0.043,0.0548
0.6576424,0.269525574,2,1,31,10,1,3,2,1,1,1,1,1,1,3,3,5,0,1,1,3,2,3,0,3,3,0,0,2500,3,0,0,2,0.021,0.0872
0.6698669,0.293801272,1,1,33,14,0,3,2,1,0,4,1,3,4,1,4,3,1,2,1,3,4,4,3,1,4,0,0,3000,3,1,1,2,0.017,0.0702
0.700469,0.7959875,4,0,30,10,0,1,2,0,1,1,1,2,4,0,2,4,1,1,1,2,1,3,3,1,4,3,0,2500,1,1,1,2,0.035,0.0722
0.6203388,0.704930455,2,1,24,11,0,1,2,0,1,3,1,2,3,2,1,3,0,1,0,2,4,3,0,1,1,3,0,2000,1,0,1,1,0.04,0.184
0.588956,0.161801099,3,1,35,8,1,4,2,1,2,2,1,3,3,4,3,4,1,1,1,4,1,4,1,4,3,3,0,3500,4,0,1,1,0.055,0.1696
0.6030951,0.289949567,2,0,34,12,1,3,1,0,0,3,2,1,4,4,3,4,1,2,1,0,1,4,4,3,1,2,0,3200,3,1,1,2,0.016,0.065
0.6001237,0.161323575,8,0,30,11,0,1,2,1,2,3,1,2,2,1,2,3,2,1,0,4,3,1,3,2,3,4,1,2000,5,1,0,2,0.021,0.0756
0.6917661,0.786097841,1,1,27,11,0,1,1,0,1,3,1,3,4,3,3,4,2,1,1,3,2,0,3,3,4,3,0,2000,1,0,1,1,0.04,0.0622
0.6802755,0.36184867,7,0,42,9,0,2,2,1,2,4,1,3,4,3,4,3,2,2,1,4,2,3,3,3,2,3,0,2500,2,1,1,2,0.023,0.1944
0.6531624,0.276763729,2,1,28,12,1,3,1,0,1,1,1,1,1,2,4,4,0,1,1,2,4,4,4,1,4,4,1,5000,3,1,0,1,0.036,0.0486
0.594968,0.354147619,3,0,38,8,0,2,1,1,0,3,2,3,4,2,3,4,1,1,0,3,2,3,2,4,1,3,0,3000,2,0,1,3,0.01,0.0808
0.5504649,0.225600369,1,0,35,11,0,3,1,1,1,2,2,3,3,3,4,3,1,2,1,3,3,3,4,1,3,2,0,7000,3,1,1,2,0.016,0.11
0.5853113,0.146327825,8,1,30,11,0,1,1,1,0,3,2,3,2,2,2,3,1,2,1,4,4,1,1,1,4,3,1,3000,5,1,0,3,0.013,0.0628
